Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
query_params.permission_level,Permission level,權限等級,权限等级,Pangkat Keizinan,Nível de permissão,権限レベル,Nivel de permiso,مستوى الصلاحيات,অনুমতির স্তর,अनुमति स्तर,Tingkat izin,권한 등급,ခွင့်ပြုချက်အဆင့်,ระดับการอนุญาต,Cấp phép,Level ng Permission,Niveau d'autorisation,Kiwango cha ruhusa
query_params.phone,Phone,手機,手机,Telefon Mudah Alih,Telefone,電話番号,Teléfono,الهاتف,ফোন,फ़ोन नंबर,Telepon,휴대폰,ဖုန်း,โทรศัพท์,Điện thoại,Phone,Téléphone,Simu
query_params.player_betting_status,Player Self-Betting Limit Status,玩家自我投注限制狀態,玩家自我投注限制状态,Status Had Taruhan bagi Pemain Diri Sendiri,Status de Limite de Aposta Autodefinido do Jogador,プレイヤー自己ベッティング制限状況,Estado del límite de apuestas autoimpuesto del jugador,حالة حد المراهنة الذاتي للاعب,খেলোয়াড়ের স্ব-শর্ত বাজি সীমা অবস্থা,खिलाड़ी सट्टा स्थिति,Status Batas Taruhan Mandiri Pemain,플레이어 자기 베팅 제한 상태,ကစားသမားကိုယ်တိုင်လောင်းကြေးကန့်သတ်မှုအခြေအနေ,สถานะการจำกัดการเดิมพันด้วยตนเองของผู้เล่น,Trạng thái giới hạn cược tự đặt của người chơi,Status ng Limit sa Self-Betting ng manlalaro,Statut de limite de mise du joueur,Hali ya Kikomo cha Kuweka Dau la Mchezaji Mwenyewe
query_params.post_change_level,Membership Level After Change,異動後層級,异动后层级,Pangkat Keahlian selepas Diubah,Nível do Membro Após a Alteração,変更後層級,Nivel de membresía después del cambio,مستوى العضوية بعد التعديل,পরিবর্তনের পর সদস্য স্তর,स्तर परिवर्तन के बाद,Tingkat keanggotaan setelah perubahan,변경 후 회원 등급,ပြောင်းလဲပြီးနောက် အဖွဲ့ဝင်အဆင့်,ระดับสมาชิกหลังการเปลี่ยนแปลง,Cấp độ thành viên sau khi thay đổi,Level ng Membership Pagkatapos ng Pagpalit,Niveau d'adhésion après changement,Kiwango cha Uanachama Baada ya Mabadiliko
query_params.product,Product,產品,产品,Produk,Produto,製品,Producto,المنتج,পণ্য,उत्पाद,Produk,제품,ထုတ်ကုန်,ผลิตภัณฑ์,Sản phẩm,Produkto,Produit,Bidhaa
query_params.product_code,Product Code,產品代碼,产品代码,Kod Produk,Código do Produto,製品コード,Código de producto,رمز المنتج,পণ্যের কোড,उत्पाद कोड,Kode Produk,제품 코드,သတ်မှတ်ထားသောထုတ်ကုန်,รหัสสินค้า,Mã sản phẩm,Code ng Produkto,Code produit,Nambari ya Bidhaa
query_params.product_game_code,Game Code,遊戲代碼,游戏代码,Kod Permainan,Código do Jogo,ゲームコード,Código de juego,رمز اللعبة,গেম কোড,उत्पाद गेम कोड,Kode Permainan,게임 코드,ဂိမ်းကုဒ်,รหัสเกม,Mã trò chơi,Code ng Laro,Code du jeu,Nambari ya Mchezo
query_params.product_game_name,Game Name,遊戲名稱,游戏名称,Nama Permainan,Nome do Jogo,ゲーム名,Nombre del juego,اسم اللعبة,গেমের নাম,उत्पाद गेम नाम,Nama Permainan,게임 이름,ဂိမ်းအမည်,ชื่อเกม,Tên trò chơi,Pangalan ng Laro,Nom du jeu,Jina la Mchezo
query_params.product_name,Product,產品,产品,Produk,Produto,製品,Producto,المنتج,পণ্য,उत्पाद नाम,Produk,제품,ထုတ်ကုန်,ผลิตภัณฑ์,Sản phẩm,Produkto,Produit,Bidhaa
query_params.product_names,Product,產品,产品,Produk,Produto,製品,Producto,المنتج,পণ্য,उत्पाद नाम,Produk,제품,ထုတ်ကုန်,ผลิตภัณฑ์,Sản phẩm,Produkto,Produit,Bidhaa
query_params.product_status,Product Toggle Status,產品開關狀態,产品开关状态,Status Suis Produk,Estado da Alternância do Produto,製品スイッチ状態,Estado del interruptor del producto,حالة زر التبديل للمنتج,পণ্যের সুইচ স্ট্যাটাস,उत्पाद स्थिति,Status Saklar Produk,제품 스위치 상태,ထုတ်ကုန် အခြေအနေကို ပြောင်းရန်,สถานะสวิตช์ผลิตภัณฑ์,Trạng thái công tắc sản phẩm,Tingnan ang Status ng Produkto,État du bouton bascule du produit,Hali ya Kubadilisha Bidhaa
query_params.product_type,Product Type,產品類型,产品类型,Jenis Produk,Tipo de Produto,製品タイプ,Tipo de producto,نوع المنتج,পণ্যের ধরন,उत्पाद प्रकार,Jenis produk,제품 유형,ထုတ်ကုန်အမျိုးအစား,ประเภทสินค้า,Loại sản phẩm,Uri ng Produkto,Type de produit,Aina ya Bidhaa
query_params.query_scope,Query Scope,查詢範圍,查询范围,Julat Semakan,Escopo de Pesquisa,クエリ範囲,Alcance de la Consulta,نطاق الاستعلام,অনুসন্ধানের পরিধি,क्वेरी सीमा,Lingkup pencarian,조회 범위,မေးမြန်းမှုနယ်ပယ်,ขอบเขตการค้นหา,Phạm vi truy vấn,Query Scope,Étendue de la requête,Upeo wa Hoja
query_params.quota_type,Adjustment Type,調整類型,调整类型,Jenis Penyelarasan,Tipo,調整タイプ,Tipo,النوع,ধরন,कोटा प्रकार,Tipe,유형,ရိုက်ပါ။,รายการ,Kiểu,Uri,Type de réglage,Aina ya Marekebisho
query_params.recommender,Referral,推薦人,推荐人,Pengusul,Recomendação,推薦者,Recomendador,المُرشِّح,সুপারিশকারী,सिफारिशकर्ता,Pemberi rekomendasi,추천인,အကြံပြုသည်။,ผู้แนะนำ,Người giới thiệu,Recommender,Référence,Rufaa
query_params.ref_trans_code,Merchant ID,支付商編號,支付商编号,Nombor Pembekal Pembayaran,ID do Comerciante,決済事業者番号,ID de Comerciante,معرف التاجر,মার্চেন্ট আইডি,संदर्भ लेनदेन कोड,ID pedagang,결제사 번호,ကုန်သည် ID,รหัสชำระเงิน,Mã thanh toán,ID ng Merchant,ID du commerçant,Kitambulisho cha Mfanyabiashara
query_params.register_method,Third-party login ID,三方登陸ID,三方登陆的ID,Third-party login ID,ID de login de terceiros,サードパーティログインID,ID de inicio de sesión de terceros,معرف تسجيل الدخول لطرف ثالث,তৃতীয় পক্ষ লগইন আইডি,तृतीय-पक्ष लॉगिन ID,ID login pihak ketiga,제3자 로그인 ID,တတိယ-ပါတီ ဝင်ခွင့် ID,รหัสเข้าสู่ระบบบุคคลที่สาม,ID đăng nhập bên thứ ba,Third-party login ID,Identifiant de connexion tiers,Kitambulisho cha kuingia cha mtu mwingine
query_params.save_status,Status,狀態,状态,Status,Salvar o Estado,状態,Estado de Guardado,الحالة,অবস্থা,सहेजने की स्थिति,Status,상태,အဆင့်အတန်း,สถานะ,Trạng thái,Status,Statut,Hali
query_params.self_exclusion_status,Self-Exclusion Status,自我排除狀態,自我排除状态,Status Pengecualian Diri Sendiri,Estado de Autoexclusão,自己排除ステータス,Estado de autoexclusión,حالة الاستبعاد الذاتي,স্বনির্বাসন অবস্থা,आत्म-बहिष्करण स्थिति,Status pengecualian diri,자진 배제 상태,မိမိကိုယ်ကို ဖယ်ထုတ်ခြင်း အဆင့်အတန်း,สถานะการยกเว้นตนเอง,Trạng thái tự loại trừ,Status ng Self-Exclusion,Statut d'auto-exclusion,Hali ya Kujitenga
query_params.services,Services,服務,服务,Perkhidmatan,Serviços,サービス,Servicios,الخدمات,সার্ভিস,सेवाएं,Layanan,서비스,ဝန်ဆောင်မှုများ,บริการ,Dịch vụ,Mga Serbisyo,Services,Huduma
query_params.shareholder_account,Shareholder Account,股東帳號,股东账号,Akaun Pemegang Saham,Conta do Acionista,株主アカウント,Cuenta de Accionista,حساب المساهم,শেয়ারহোল্ডার অ্যাকাউন্ট,शेयरधारक खाता,Akun Pemegang Saham,총판 계정,ရှယ်ယာရှင်အကောင့်,บัญชีผู้ถือหุ้น,Tài khoản cổ đông,Account ng Shareholder,Compte d'actionnaire,Akaunti ya Mwanahisa
query_params.shareholder_level,Shareholder Level,股東級數,股东级数,Pangkat Pemegang Saham,Nível de Acionista,株主レベル,Nivel de Accionista,مستوى المساهم,শেয়ারহোল্ডারের স্তর,शेयरधारक स्तर,Tingkat Pemegang Saham,총판 등급,ရှယ်ယာရှင်အဆင့်,ระดับผู้ถือหุ้น,Cấp bậc cổ đông,Level ng Shareholder,Niveau actionnaire,Kiwango cha Wanahisa
query_params.single_member,Single Player,指定會員,指定会员,Ahli Tunggal,Membro Único,指定会員,Miembro individual,عضو واحد,একক সদস্য,एकल सदस्य,Anggota tunggal,지정 회원,သီးသန့်အဖွဲ့ဝင်,สมาชิกคนเดียว,Thành viên duy nhất,Isang Miyembro,Membre unique,Mwanachama Mmoja
query_params.site_operation,Site Operation,站點營運,站点营运,Pengoperasian Laman Web,Operação so Site,サイト運営,Operación del Sitio,تشغيل الموقع,সাইট অপারেশন,साइट संचालन,Operasi situs,사이트 운영,ဆိုက်လည်ပတ်မှု,การดำเนินงานไซต์,Vận hành trang web,Site Operation,Exploitation du site,Uendeshaji wa Tovuti
query_params.start_time,Start Time,開始時間,开始时间,Masa Mula,Waktu mula,開始時間,Hora de início,وقت البدء,শুরুর সময়,समय शुरू,Hora de inicio,시작 시간,စတင်ချိန်,Thời gian bắt đầu,Thời gian bắt đầu,Umpisa ng oras,Heure de début,Muda wa Kuanza
query_params.state,Status,狀態,状态,Status,Estado,状態,Estado,الحالة,অবস্থা,स्थिति,Status,상태,အဆင့်အတန်း,สถานะ,Trạng thái,Status,Statut,Hali
query_params.status,Enabled,啟/停用,启/停用,Akses Permainan,Ativar/Desativar,有効/停止,Habilitar/Deshabilitar,دخول اللعبة,গেম অ্যাক্সেস,स्थिति,Akses permainan,게임 억세스,ဂိမ်းဝင်ရောက်ခွင့်,เปิด/ปิดการใช้งาน,Bật/Tắt,Pag-access sa laro,Activé,Imewezeshwa
query_params.stop_or_enable,Stop/Enable,停/啟用,停/启用,Memberhentikan/Mengaktifkan,Desativar/ativar,停止/有効化,Detener/Habilitar,إيقاف / تفعيل,বন্ধ/সক্রিয় করুন,रोकें या सक्षम करें,Hentikan/Aktifkan,중단/활성화,ရပ်/ဖွင့်,หยุด/เปิดใช้งาน,Dừng/Bật,Stop/Enable,Arrêter/Activer,Zima/Washa
query_params.third_party_login,Third Party Login,三方登入,三方登入,Third Party Login,Login de terceiros,サードパーティログインID,Inicio de sesión de terceros,تسجيل دخول طرف ثالث,তৃতীয় পক্ষ লগইন,तृतीय-पक्ष लॉगिन,Login pihak ketiga,제3자 로그인,တတိယ-ပါတီ ဝင်ခွင့် ID,การเข้าสู่ระบบบุคคลที่สาม,Đăng nhập bên thứ ba,Third-party login,Connexion via un tiers,Kuingia kwa Mtu wa Tatu
query_params.tier_when_depositing,Tier When Depositing,存款時層級,存款时层级,Deposit ketika Kenaikan Pangkat,Nível no Momento do Depósito,入金時層級,Nivel al Depósito,المستوى أثناء الإيداع,জমার সময় স্তর,जमा करते समय का स्तर,Tingkatan saat melakukan deposit,입금 시 등급,ငွေသွင်းသည့်အခါ အဆင့်,ระดับเมื่อทำการฝากเงิน,Cấp độ khi gửi tiền,Tier Kapag nagdedeposito,Niveau lors du dépôt,Ngazi Wakati wa Kuweka Amana
query_params.tier_when_withdrawal,Tier When Withdrawal,出款時層級,出款时层级,Pengeluaran ketika Kenaikan Pangkat,Nível no Momento da Retirada,出金時層級,Nivel al retirar,رقم الإيداع,উত্তোলনের সময় স্তর,निकासी करते समय का स्तर,Tingkatan saat melakukan penarikan,출금 시 등급,ငွေထုတ်သည့်အခါ အဆင့်,ระดับเมื่อถอนออก,Bậc khi rút tiền,Tier kapag sa Withdrawal,Niveau lors du retrait,Kiwango Wakati wa Kuondoa
query_params.title,Title,標題,标题,Tajuk,Título,タイトル,Título,العنوان,শিরোনাম,शीर्षक,Judul,제목,ခေါင်းစဉ်,ชื่อ,Tiêu đề,Pamagat,Titre,Kichwa
query_params.trade_number,Trade number,交易編號,交易编号,Nombor Transaksi,Número do Comércio,取引番号,Número de transacción,رقم المعاملة,লেনদেন নম্বর,लेनदेन संख्या,Nomor transaksi,거래 번호,ကုန်သွယ်မှုနံပါတ်,หมายเลขการค้า,Mã số giao dịch,Numero ng Trade,Numéro de commerce,Nambari ya biashara
query_params.trading_action,Transaction Action,交易動作,交易动作,Tindakan Transaksi,Ação da Transação,取引アクション,Acción de la transacción,هدف عرض المحتوى,লেনদেন কার্যকলাপ,व्यापार क्रिया,Tindakan transaksi,거래 작업,ငွေပေးငွေယူ လုပ်ဆောင်ချက်,การดำเนินการธุรกรรม,Hành động giao dịch,Aksyon sa Transaksyon,Action de transaction,Kitendo cha Muamala
query_params.transaction_number,Transaction Number,交易編號,交易编号,Nombor Transaksi,Número da Transação,取引番号,Número de Transacción,رقم المعاملة,লেনদেন নম্বর,लेनदेन संख्या,Nomor transaksi,거래 번호,ငွေလွှဲနံပါတ်,หมายเลขธุรกรรม,Số giao dịch,Numero ng Transaksyon,Numéro de transaction,Nambari ya Muamala
query_params.type,Type,類型,类型,Jenis,Tipo,タイプ,Tipo,رقم الرهان,ধরন,प्रकार,Jenis,유형,ရိုက်ပါ။,พิมพ์,Kiểu,Uri,Taper,Aina
query_params.uid,UID,UID,UID,UID,UID,UID,UID,UID,UID,UID,UID,UID,UID,UID,UID,UID,UID,UID
query_params.username,Account,帳號,帐号,Akaun,Conta,アカウント,Cuenta,الحساب,অ্যাকাউন্ট,उपयोगकर्ता नाम,Akun,계정,အသုံးပြုသူအမည်,บัญชี,Tài khoản,Account,Compte,Akaunti
query_params.wallet_type,Wallet Type,錢包類型,钱包类型,Jenis Dompet,Tipo de Carteira,財布の種類,Tipo de monedero,نوع المحفظة,ওয়ালেটের ধরন,वॉलेट प्रकार,Jenis dompet,지갑 유형,ပိုက်ဆံအိတ်အမျိုးအစား,ประเภทกระเป๋าสตางค์,Loại ví,Uri ng Wallet,Type de portefeuille,Aina ya Pochi
query_params.withdraw_number,Withdraw Number,取款編號,取款编号,Nombor Pengeluaran,Número da Retirada,出金番号,Número de retirada,عدد السحوبات,উত্তোলনের নম্বর,निकासी संख्या,Nomor penarikan,출금 번호,ငွေထုတ်နံပါတ်,ถอนหมายเลข,Số rút tiền,Numero ng Na-withdraw,Numéro de retrait,Nambari ya Kutoa
query_params.withdraw_status,Withdraw status,取款方式,取款方式,kaedah pengeluaran,Estado da Retirada,出金方法,Estado de retirada,حالة السحب,উত্তোলনের অবস্থা,निकासी स्थिति,Status penarikan,출금 상태,ငွေထုတ်မှုအခြေအနေ,ถอนสถานะ,Trạng thái rút tiền,Status ng Na-withdraw,Statut de retrait,Hali ya kutoa pesa
query_params.withdrawal_number,Withdrawal Number,出款編號,出款编号,Nombor Pengeluaran,Número da Retirada,出金番号,Número de retirada,رقم السحب,উত্তোলনের নম্বর,निकासी संख्या,Nomor penarikan,출금 번호,ငွေထုတ်နံပါတ်,หมายเลขถอนเงิน,Số rút tiền,Numero ng Withdrawal,Numéro de retrait,Nambari ya Kuondoa
query_params.x_second,{num} seconds,{num} 秒,{num} 秒,{num} Saat,{num} segundos,{num} วินาที,{num} segundos,{num} ثانية,{num} সেকেন্ড,x सेकंड,{num} segundos,{num}초,{num} စက္ကန့်,{num} giây,{num} giây,{num} seconds,{num} secondes,Sekunde {num}
quick_select_amount,Quick select amount,快選金額,快速选择金额,Pilih jumlah dengan cepat,Seleção rápida de valor,数量を素早く選択,Cantidad de selección rápida,تحديد سريع للمبلغ,দ্রুত পরিমাণ নির্বাচন করুন,त्वरित चयन राशि,Pilih jumlah dengan cepat,금액을 빠르게 선택하세요,ပမာဏကို အမြန်ရွေးချယ်ပါ,เลือกจำนวนอย่างรวดเร็ว,Chọn nhanh số tiền,Mabilis na pagpili ng dami,Sélection rapide du montant,Kiasi cha kuchagua haraka
quick_select_amount_setting,Quick select amount setting,快選金額設定,快選金額設定,Tetapan jumlah pilihan pantas,Configuração de quantidade de seleção rápida,金額設定を素早く選択,Ajuste de cantidad de selección rápida,تحديد سريع لإعداد المبلغ,দ্রুত পরিমাণ সেটিং নির্বাচন করুন,त्वरित चयन राशि सेटिंग,Pengaturan jumlah pilihan cepat,빠른 선택 금액 설정,အမြန်ရွေးချယ်နိုင်သော ပမာဏ သတ်မှတ်ခြင်း,เลือกการตั้งค่าจำนวนอย่างรวดเร็ว,Cài đặt số lượng chọn nhanh,Mabilis na pagpili ng dami ng setting,Réglage de la quantité de sélection rapide,Mpangilio wa kiasi cha kuchagua haraka
quick_select_deposit_hint,Quick-select amounts must not exceed the deposit limit range.,快選金額不可超出存款限額範圍,快速选择金额不得超过存款限额范围。,Amaun pilihan pantas tidak boleh melebihi julat had deposit.,Os valores selecionados rapidamente não devem exceder o limite de depósito.,クイック選択金額は、預金限度額の範囲を超えてはなりません。,Los importes seleccionados rápidamente no deben exceder el rango del límite de depósito.,يجب ألا تتجاوز مبالغ الاختيار السريع نطاق حد الإيداع.,দ্রুত-নির্বাচনযোগ্য টাকার পরিমাণ অবশ্যই জমার সীমা অতিক্রম করবে না।,त्वरित चयन राशि जमा सीमा से अधिक नहीं होनी चाहिए।,Jumlah yang dipilih secara cepat tidak boleh melebihi batas deposit.,빠른 선택 금액은 입금 한도 범위를 초과할 수 없습니다.,အမြန်ရွေးချယ်နိုင်သော ပမာဏများသည် အပ်ငွေကန့်သတ်ချက်ထက် မကျော်လွန်ရပါ။,จำนวนเงินที่เลือกอย่างรวดเร็วต้องไม่เกินช่วงวงเงินฝากที่กำหนดไว้,Số tiền chọn nhanh không được vượt quá giới hạn tiền gửi.,Ang mga halagang mabilisang piliin ay hindi dapat lumagpas sa saklaw ng limitasyon ng deposito.,Les montants sélectionnés rapidement ne doivent pas dépasser la limite de dépôt.,Kiasi cha kuchagua haraka haipaswi kuzidi kiwango cha kikomo cha amana.
quick_select_withdraw_hint,Quick select amounts must not exceed the withdrawal limit range.,快選金額不可超出出款限額範圍,快速选择的取款金额不得超过取款限额范围。,Amaun pilihan pantas tidak boleh melebihi julat had pengeluaran.,Os valores selecionados rapidamente não devem exceder o limite de saque.,クイック選択金額は、引き出し限度額の範囲を超えてはなりません。,Los importes seleccionados rápidamente no deben exceder el rango del límite de retiro.,يجب ألا تتجاوز مبالغ الاختيار السريع نطاق حد السحب.,কুইক সিলেক্ট অ্যামাউন্ট অবশ্যই উত্তোলন সীমার পরিসীমা অতিক্রম করবে না।,त्वरित चयन राशि निकासी सीमा से अधिक नहीं होनी चाहिए।,Jumlah yang dipilih secara cepat tidak boleh melebihi batas penarikan.,빠른 선택 금액은 인출 한도 범위를 초과할 수 없습니다.,အမြန်ရွေးချယ်နိုင်သော ပမာဏများသည် ထုတ်ယူခွင့်ကန့်သတ်ချက်ထက် မကျော်လွန်ရပါ။,จำนวนเงินที่เลือกอย่างรวดเร็วต้องไม่เกินช่วงวงเงินถอนที่กำหนด,Số tiền chọn nhanh không được vượt quá giới hạn rút tiền.,Ang mga halaga ng mabilisang pagpili ay hindi dapat lumagpas sa saklaw ng limitasyon sa pag-withdraw.,Les montants sélectionnés rapidement ne doivent pas dépasser la limite de retrait.,Kiasi cha kuchagua haraka haipaswi kuzidi kiwango cha kikomo cha kutoa pesa.
receive_status.cancel,Cancel,取消,取消,Terbatal,Cancelar,取消,Cancelar,إلغاء,বাতিল,रद्द किया गया,Dibatalkan,취소됨,မလုပ်တော့,ยกเลิก,Hủy bỏ,Kanselahin,Annuler,Ghairi
receive_status.overdue,Overdue,逾期,逾期,Tertunggak,Vencido,延滞,Vencido,منتهي الصلاحية,মেয়াদোত্তীর্ণ,समय से बाहर,Lewat Batas Waktu,기한 만료,ရက်လွန်ပြီ။,เกินกำหนด,Quá hạn,Overdue,En retard,Imechelewa
receive_status.receive_status,Receive Status,接收狀態,接收狀態,Status Penerimaan,Status de Recepção,受取状況,Estado de Recepción,حالة الاستلام,গ্রহণের অবস্থা,प्राप्ति स्थिति,Status Penerimaan,수령 상태,အဆင့်အတန်းကိုလက်ခံပါ။,สถานะการรับ,Trạng thái nhận,Katayuan ng Pagtanggap,État de réception,Hali ya Kupokea
receive_status.received,Received,已領取,已领取,Terkumpul,Recebido,受領済み,Recibido,تم الاستلام,গ্রহণ করা হয়েছে,प्राप्त किया,Diterima,수령 완료,ရရှိခဲ့သည်။,ได้รับ,Đã nhận,Natanggap,Reçu,Imepokelewa
receive_status.unaccalimed,Unaccalimed,未領取,未领取,Belum Dikumpul,Não reconhecido,未受領,Sin acreditar,غير مستلم,গ্রহণ করা হয়নি,दावा नहीं किया गया,Belum Diambil,미수령,သာလွန်သော,ไม่คุ้นเคย,Không được đánh giá,Hindi pa nakuha,Non accrédité,Haijarekebishwa
recharge_cashflow_option,Cashflow,金流,金流,Aliran Tunai,Fluxo de caixa,キャッシュフロー,Flujo de fondos,التدفق النقدي,নগদ প্রবাহ,नकदी प्रवाह,Arus Kas,현금 흐름,ငွေလည်ပတ်မှု,กระแสเงินสด,Dòng tiền,Daloy ng Pera,Des flux de trésorerie,Mtiririko wa Pesa
recharge_event_option,Event,活動,活动,Acara,Evento,イベント,Evento,حدث,অনুষ্ঠান,आयोजन,Peristiwa,이벤트,ပွဲ,เหตุการณ์,Sự kiện,Kaganapan,Événement,Tukio
recharge_hint_four,The audit multiplier is based on the configuration at the time the order is created; subsequent configuration changes do not affect already-established orders., 稽核倍數以訂單建立當下之設定為準，後續配置變動不影響已成立之訂單。,审核倍数基于投注（流水）要求下的设置。后续的配置更改不会影响已建立的订单。,Pengganda audit adalah berdasarkan tetapan di bawah keperluan pertaruhan (rollover). Perubahan konfigurasi seterusnya tidak akan menjejaskan pesanan yang telah ditetapkan.,O multiplicador de auditoria é baseado nas configurações do requisito de aposta (rollover). Alterações subsequentes na configuração não afetarão as ordens já estabelecidas.,監査乗数は、賭け条件（ロールオーバー条件）の設定に基づいています。その後の設定変更は、既に確定した注文には影響しません。,El multiplicador de auditoría se basa en la configuración del requisito de apuesta (rollover). Los cambios de configuración posteriores no afectarán a las órdenes ya establecidas.,يعتمد مُضاعِف التدقيق على الإعدادات المُدرجة ضمن متطلبات الرهان (التدوير). ولن تؤثر التغييرات اللاحقة في الإعدادات على الطلبات القائمة بالفعل.,অডিট মাল্টিপ্লায়ারটি ওয়েজারিং (রোলওভার) রিকোয়ারমেন্টের অধীনস্থ সেটিংসের উপর ভিত্তি করে নির্ধারিত হয়। পরবর্তী কনফিগারেশন পরিবর্তনসমূহ ইতিমধ্যে প্রতিষ্ঠিত অর্ডারগুলোকে প্রভাবিত করবে না।,"ऑडिट मल्टीप्लायर, बेटिंग (रोलओवर) आवश्यकता के अंतर्गत सेटिंग्स पर आधारित है। बाद में किए गए कॉन्फ़िगरेशन परिवर्तन पहले से स्थापित ऑर्डरों को प्रभावित नहीं करेंगे।",Pengali audit didasarkan pada pengaturan di bawah persyaratan taruhan (rollover). Perubahan konfigurasi selanjutnya tidak akan memengaruhi pesanan yang sudah ada.,감사 배율은 베팅(롤오버) 요건 설정에 따라 결정됩니다. 이후 구성 변경은 이미 설정된 주문에 영향을 미치지 않습니다.,စာရင်းစစ်မြှောက်ကိန်းသည် လောင်းကြေး (rollover) လိုအပ်ချက်အောက်ရှိ ဆက်တင်များအပေါ် အခြေခံသည်။ နောက်ဆက်တွဲ ပြင်ဆင်မှုပြောင်းလဲမှုများသည် ရှိပြီးသား အော်ဒါများကို သက်ရောက်မှုမရှိပါ။,ตัวคูณการตรวจสอบจะขึ้นอยู่กับการตั้งค่าภายใต้ข้อกำหนดการวางเดิมพัน (การหมุนเวียน) การเปลี่ยนแปลงการกำหนดค่าในภายหลังจะไม่ส่งผลกระทบต่อคำสั่งซื้อที่ตั้งไว้แล้ว,Hệ số nhân kiểm toán dựa trên các thiết lập trong yêu cầu đặt cược (rollover). Các thay đổi cấu hình sau này sẽ không ảnh hưởng đến các lệnh đã được thiết lập.,Ang audit multiplier ay batay sa mga setting sa ilalim ng kinakailangan sa pagtaya (rollover). Ang mga kasunod na pagbabago sa configuration ay hindi makakaapekto sa mga naitatag nang order.,Le coefficient multiplicateur d'audit est calculé en fonction des paramètres relatifs aux conditions de mise (renouvellement). Les modifications de configuration ultérieures n'affecteront pas les ordres déjà établis.,Kizidishi cha ukaguzi kinategemea mipangilio iliyo chini ya sharti la kuweka dau (rollover). Mabadiliko ya usanidi yanayofuata hayataathiri maagizo yaliyowekwa tayari.
recharge_hint_one,This option determines the source of the audit multiplier for the recharge amount,此選項將決定充值金額的稽核倍數來源,此选项确定充值金额的审计乘数来源,Pilihan ini menentukan sumber pengganda audit untuk jumlah cas semula,Esta opção determina a origem do multiplicador de auditoria para o valor da recarga.,このオプションは、再請求金額の監査乗数のソースを決定します。,Esta opción determina la fuente del multiplicador de auditoría para el importe de la recarga.,يحدد هذا الخيار مصدر مُضاعِف التدقيق لمبلغ إعادة الشحن,এই বিকল্পটি রিচার্জের পরিমাণের জন্য অডিট মাল্টিপ্লায়ারের উৎস নির্ধারণ করে।,यह विकल्प रिचार्ज राशि के लिए ऑडिट मल्टीप्लायर के स्रोत को निर्धारित करता है।,Opsi ini menentukan sumber pengali audit untuk jumlah pengisian ulang.,이 옵션은 충전 금액에 대한 감사 승수 출처를 결정합니다.,ဤရွေးချယ်မှုသည် ငွေပြန်အမ်းငွေပမာဏအတွက် စာရင်းစစ်မြှောက်ကိန်း၏ အရင်းအမြစ်ကို ဆုံးဖြတ်ပေးသည်,ตัวเลือกนี้ใช้กำหนดแหล่งที่มาของตัวคูณการตรวจสอบสำหรับจำนวนเงินที่เรียกเก็บใหม่,Tùy chọn này xác định nguồn gốc của hệ số nhân kiểm toán cho số tiền nạp lại.,Tinutukoy ng opsyong ito ang pinagmumulan ng audit multiplier para sa halaga ng recharge.,Cette option détermine la source du multiplicateur d'audit pour le montant de refacturation,Chaguo hili huamua chanzo cha kizidishi cha ukaguzi kwa kiasi cha kuchaji tena
