Key,en,zh-TW,zh-CN,ms,pt,ja,es,ar,bn,hi,id,ko,my,th,vi,tl,fr,sw
member.membershipManagement.frozen,Frozen,凍結中,冻结中,Beku,Congelado,凍結,Congelado,مجمد,হিমায়িত,जमा हुआ,Beku,동결,ဆိုင်းငံသည်,ยกเลิกบัญชี,Đã đóng băng,Nagyelo,Congelé,Gandishwa
member.membershipManagement.management,Management,管理,管理,Pengurusan,Gerenciamento,管理,Gestión,الإدارة,ব্যবস্থাপনা,एजेंट कोटा,Pengelolaan,관리,စီမံခန့်ခွဲမှု,การจัดการ,Quản lý,Pamamahala,Gestion,Usimamizi
member.membershipManagement.minusAmount,Deduction amount,扣款金額,扣款金额,Jumlah potongan,Valor da dedução,差し引き金額,Importe de la deducción,مبلغ الخصم,কর্তনের পরিমাণ,कटौती राशि,Jumlah potongan,차감 금액,အဖြတ်အတောက်,จำนวนที่หัก,Số tiền khấu trừ,Halaga ng bawas,Montant de la déduction,Kiasi cha punguzo
member.membershipManagement.nextStep,Next,下一步,下一步,Seterusnya,Próximo,次へ,Próximo,التالي,পরবর্তী,अगला,Berikutnya,다음,နောက်တစ်ခု,ถัดไป,Tiếp theo,Susunod,Suivant,Inayofuata
member.membershipManagement.orderQuantity,Bet quantity,注單量,注单量,Kuantiti pertaruhan,Quantidade de apostas,ベット数,Cantidad de apuesta,عدد الرهانات,বাজির সংখ্যা,बेट की संख्या,Jumlah taruhan,베팅 건수,မှာယူမှုအရေအတွက်,จำนวนการเดิมพัน,Số lượng cược,Dami ng taya,Montant de la mise,Kiasi cha dau
member.membershipManagement.previousStep,Previous,上一步,上一步,Sebelumnya,Anterior,前へ,Anterior,سابق,পূর্ববর্তী,पहले का,Sebelumnya,이전,အရင်,ก่อนหน้า,Trước đó,Nakaraan,Précédent,Iliyotangulia
member.membershipManagement.selectMemberTag,Select Membership Tag,勾選會員標籤,勾选会员标签,Pilih Tag Keahlian,Selecione a etiqueta de membro,メンバーシップタブを確認,Seleccionar etiqueta de membresía,تحديد علامة العضوية,সদস্যপদ ট্যাগ নির্বাচন করুন,सदस्यता टैग चुनें,Pilih Tag Keanggotaan,회원 태그 선택,အဖွဲ့ဝင်ခြင်း Tag ကိုရွေးချယ်ပါ။,ตรวจสอบแท็บสมาชิก,Kiểm tra tab Thành viên,Piliin ang Tag ng Pagiging Miyembro,Sélectionner le badge d'adhésion,Chagua Lebo ya Uanachama
member.membershipManagement.selfData,Own data,自身數據,自身数据,Data sendiri,Dados próprios,自分のデータ,Datos propios,البيانات الخاصة,নিজস্ব তথ্য,स्वयं का डेटा,Data pribadi,본인 데이터,ကိုယ်ပိုင်ဒေတာ,ข้อมูลของตนเอง,Dữ liệu cá nhân,Sariling datos,Données propres,Data mwenyewe
member.membershipManagement.subMember,Sub-member,會員,会员,Sub-ahli,Submembro,サブメンバー,Submiembro,عضو فرعي,উপ-সদস্য,उप-सदस्य प्रबंधन,Anggota bawahan,하위 회원,အဖွဲ့ဝင်,สมาชิกย่อย,Thành viên phụ,Sub-miyembro,Sous-membre,Mwanachama mdogo
member.membershipManagement.subordinateMember,Subordinate Member,下級會員,下级会员,Ahli Bawahan,Membro subordinado,部下メンバー,Miembro subordinado,عضو تابع,অধীনস্থ সদস্য,अधीनस्थ सदस्य,Anggota Bawahan,하위 회원,လက်အောက်ခံအဖွဲ့ဝင်,สมาชิกผู้ใต้บังคับบัญชา,Thành viên phụ,Nasasakupang Miyembro,Membre subordonné,Mwanachama Msaidizi
member.membershipManagement.subordinateMemberAccount,Sub-member account,下級會員帳號,下级会员帐号,Akaun sub-ahli,Conta de submembro,サブメンバーアカウント,Cuenta de submiembro,حساب العضو الفرعي,উপ-সদস্য অ্যাকাউন্ট,उप-सदस्य खाता,Akun sub-anggota,하위 회원 계정,အဖွဲ့ဝင် အကောင့်ခွဲ,บัญชีสมาชิกย่อย,Tài khoản thành viên phụ,Account ng sub-miyembro,Compte de sous-membre,Akaunti ya mwanachama mdogo
member.membershipManagement.tagSelection,Select a tag,標籤選擇,标签选择,Pilih teg,Selecione uma etiqueta,タグを選択してください,Seleccione una etiqueta,اختر علامة,একটি ট্যাগ নির্বাচন করুন,एक टैग चुनें,Pilih tag,태그를 선택,တက်ဂ်တစ်ခုကို ရွေးပါ။,เลือกแท็ก,Chọn thẻ,Pumili ng tag,Sélectionnez une étiquette,Chagua lebo
member.membershipManagement.teamActivityBonus,Team activity bonus,團隊活動獎金,团队活动奖金,Bonus aktiviti pasukan,Bônus de atividade em equipe,チーム活動ボーナス,Bonificación por actividad en equipo,مكافأة نشاط الفريق,টিমের কার্যক্রম বোনাস,टीम गतिविधि बोनस,Bonus aktivitas tim,팀 활동 보너스,အဖွဲ့၏လှုပ်ရှားမှုဘောနပ်စ်,โบนัสกิจกรรมทีม,Thưởng hoạt động của đội,Bonus sa aktibidad ng koponan,Bonus d'activité d'équipe,Bonasi ya shughuli za timu
member.membershipManagement.teamBetAmount,Team Betting,團隊投注,团队投注,Pertaruhan Pasukan,Apostas em equipe,チームベット,Apuestas por equipos,رهانات الفريق,টিমের বেটিং,टीम बेटिंग,Taruhan Tim,팀 베팅액,အဖွဲ့၏လောင်းကြေးပမာဏ,การเดิมพันของทีม,Cược của đội,Pagtaya sa Koponan,Paris sur l'équipe,Kuweka Dau kwa Timu
member.membershipManagement.teamBetNumber,Team bet amount,團隊注單量,团队注单量,Jumlah pertaruhan pasukan,Valor da aposta da equipe,チームのベット金額,Cantidad de la apuesta del equipo,مبلغ رهان الفريق,টিমের বাজির পরিমাণ,टीम की बेट राशि,Jumlah taruhan tim,팀 베팅 건수,အဖွဲ့လောင်းကြေးနံပါတ်များ,ยอดเดิมพันของทีม,Số tiền cược của đội,Halaga ng taya ng koponan,Montant de la mise d'équipe,Kiasi cha dau la timu
member.membershipManagement.teamClickCount,Team Click Count,團隊點擊次數,团队点击次数,Kiraan Klik Pasukan,Contagem de cliques da equipe,チームクリック数,Recuento de clics del equipo,عدد نقرات الفريق,টিম ক্লিক সংখ্যা,टीम क्लिक गणना,Jumlah Klik Tim,팀 클릭 수,အဖွဲ့လိုက် ကလစ်အရေအတွက်,จำนวนคลิกของทีม,Số lượt nhấp chuột của nhóm,Bilang ng Pag-click ng Koponan,Nombre de clics de l'équipe,Hesabu ya Mibofyo ya Timu
member.membershipManagement.teamDepositAmount,Team deposit,團隊存款,团队存款,Deposit pasukan,Depósito da equipe,チーム入金,Depósito del equipo,إيداع الفريق,টিমের জমা,टीम जमा,Setoran tim,팀 입금액,အဖွဲ့၏သွင်းငွေ,ยอดฝากของทีม,Tiền gửi của đội,Deposito ng koponan,Dépôt d'équipe,Amana ya timu
member.membershipManagement.teamMember,Team size,團隊人數,团队人数,Saiz pasukan,Tamanho da equipe,チーム人数,Tamaño del equipo,حجم الفريق,টিমের আকার,टीम का आकार,Ukuran tim,팀 인원,အဖွဲ့အရွယ်အစား,ขนาดทีม,Quy mô đội,Laki ng koponan,Taille de l'équipe,Ukubwa wa timu
member.membershipManagement.teamNGR,Team NGR,團隊NGR,团队NGR,Pasukan NGR,Equipe NGR,チームNGR,Equipo NGR,فريق نيجيريا,টিম এনজিআর,टीम एनजीआर,Tim NGR,팀 NGR,အသင်း NGR,ทีม NGR,Đội NGR,Koponan ng NGR,Équipe NGR,Timu ya NGR
member.membershipManagement.teamPayoutAmount,Team Payout,團隊派彩,团队派彩,Pembayaran Pasukan,Pagamento da equipe,チーム配当,Pago al equipo,مدفوعات الفريق,টিমের পেআউট,टीम भुगतान,Pembayaran Tim,팀 지급 금액,အဖွဲ့၏ပေးချေမှု,ยอดจ่ายของทีม,Tiền trả thưởng của đội,Bayad sa Koponan,Rémunération de l'équipe,Malipo ya Timu
member.membershipManagement.teamProfit,Team profit and loss,團隊盈虧,团队盈亏,Untung rugi pasukan,Lucro e prejuízo da equipe,チーム損益,Ganancias y pérdidas del equipo,أرباح وخسائر الفريق,টিমের লাভ ও ক্ষতি,टीम लाभ और हानि,Keuntungan dan kerugian tim,팀 손익,အဖွဲ့၏အရှုံးအမြတ်,กำไรและขาดทุนของทีม,Lãi và lỗ của đội,Kita at pagkalugi ng koponan,Bénéfices et pertes de l'équipe,Faida na hasara ya timu
member.membershipManagement.teamProfitRatio,Team profit and loss ratio,團隊盈虧比,团队盈亏比,Nisbah keuntungan dan kerugian pasukan,Índice de lucro e prejuízo da equipe,チーム損益率,Índice de ganancias y pérdidas del equipo,نسبة الأرباح والخسائر للفريق,টিমের লাভ-ক্ষতির অনুপাত,टीम लाभ-हानि अनुपात,Rasio laba rugi tim,팀 손익률,အဖွဲ့၏အမြတ်နှုန်း,อัตรากำไรขาดทุนของทีม,Tỷ lệ lãi lỗ của đội,Ratio ng kita at pagkalugi ng koponan,Ratio de profit et de perte de l'équipe,Uwiano wa faida na hasara kwa timu
member.membershipManagement.teamRegisterCount,Team Register Count,團隊註冊人數,团队註册人数,Bilangan Daftar Pasukan,Contagem de inscritos da equipe,チーム登録数,Recuento de inscripciones del equipo,عدد أعضاء الفريق المسجلين,দল নিবন্ধন সংখ্যা,टीम पंजीकरण संख्या,Jumlah Registrasi Tim,팀 등록 인원,အသင်းမှတ်ပုံတင်အရေအတွက်,จำนวนการลงทะเบียนทีม,Số lượng đăng ký của nhóm,Bilang ng Rehistro ng Koponan,Compteur d'inscription de l'équipe,Hesabu ya Usajili wa Timu
member.membershipManagement.teamValidBetAmount,Team Valid Betting,團隊有效投注,团队有效投注,Pertaruhan Sah Pasukan,Apostas válidas da equipe,チーム有効ベット,Apuestas válidas del equipo,الرهانات الصالحة للفريق,টিমের বৈধ বেটিং,टीम की मान्य बेटिंग,Tim Taruhan Sah,팀 유효 베팅액,အဖွဲ့၏လက်ခံရမည့်လောင်းကြေးပမာဏ,ยอดเดิมพันที่ถูกต้องของทีม,Cược hợp lệ của đội,Pagtaya sa Koponan na May Bisa,Pari valide pour l'équipe,Kuweka Dau Halali kwa Timu
member.membershipManagement.teamWithdrawalAmount,Team Withdrawal,團隊出金,团队出金,Pengeluaran Pasukan,Retirada da equipe,チーム出金,Retirada del equipo,سحب الفريق,টিমের উত্তোলন,टीम निकासी,Pengunduran Diri Tim,팀 출금액,အဖွဲ့၏ငွေထုတ်ယူမှု,ยอดถอนของทีม,Tiền rút của đội,Pag-atras ng Koponan,Retrait de l'équipe,Kujiondoa kwa Timu
member.membershipManagement.unfrozen,Unfrozen,未凍結,未冻结,Tidak dibekukan,Descongelado,凍結解除,Descongelado,غير مجمد,হিমায়িত নয়,फ़्रीज़,Tidak beku,동결 해제,ဆိုင်းငံမထားပါ,ยกเลิกการระงับบัญชี,Đã đóng băng,Hindi na-freeze,Décongelé,Imefunguliwa
member.membershipManagement.viewSubordinateMember,View Subordinates,查看下級,查看下级,Lihat Bawahan,Ver subordinados,部下を表示,Ver subordinados,عرض المرؤوسين,অধীনস্থদের দেখুন,अधीनस्थों को देखें,Lihat Bawahan,하위 회원 보기,လက်အောက်ငယ်သားများကို ကြည့်ရှုပါ။,ดูผู้ใต้บังคับบัญชา,Xem thành viên phụ,Tingnan ang mga Nasasakupan,Afficher les subordonnés,Tazama Wasaidizi
member.messenger.action,Action,操作,行动,Tindakan,Ação,アクション,Acción,فعل,পদক্ষেপ,कार्रवाई,Tindakan,행동,လုပ်ဆောင်ချက်,การกระทำ,Hoạt động,Aksyon,Action,Kitendo
member.messenger.action.close.confirm.message,You won't be able to reply once closed. Are you sure you want to end this chat?,關閉後將無法再進行回覆，確認要結束此段對話嗎？,聊天结束后您将无法回复。您确定要结束此次聊天吗？,Anda tidak akan dapat membalas setelah ditutup. Adakah anda pasti mahu menamatkan sembang ini?,Você não poderá responder depois de fechar a conversa. Tem certeza de que deseja encerrar este bate-papo?,チャットを終了すると返信できなくなります。本当にこのチャットを終了しますか？,No podrás responder una vez cerrado el chat. ¿Seguro que quieres finalizarlo?,لن تتمكن من الرد بعد إغلاق المحادثة. هل أنت متأكد من رغبتك في إنهاء هذه المحادثة؟,একবার বন্ধ হয়ে গেলে আপনি আর উত্তর দিতে পারবেন না। আপনি কি নিশ্চিত যে এই চ্যাটটি শেষ করতে চান?,चैट बंद होने के बाद आप जवाब नहीं दे पाएंगे। क्या आप वाकई यह चैट समाप्त करना चाहते हैं?,Anda tidak akan bisa membalas setelah obrolan ditutup. Apakah Anda yakin ingin mengakhiri obrolan ini?,채팅이 종료되면 답글을 달 수 없습니다. 정말 채팅을 종료하시겠습니까?,ပိတ်လိုက်သည်နှင့် သင်ပြန်ကြားနိုင်မည်မဟုတ်ပါ။ ဤချတ်ကို အဆုံးသတ်လိုသည်မှာ သေချာပါသလား။,คุณจะไม่สามารถตอบกลับได้เมื่อปิดการสนทนาแล้ว คุณแน่ใจหรือไม่ว่าต้องการยุติการสนทนานี้?,Bạn sẽ không thể trả lời sau khi cuộc trò chuyện kết thúc. Bạn có chắc chắn muốn kết thúc cuộc trò chuyện này không?,Hindi ka na makakasagot kapag sarado na. Sigurado ka bang gusto mong tapusin ang chat na ito?,Vous ne pourrez plus répondre une fois la conversation fermée. Êtes-vous sûr de vouloir mettre fin à cette discussion ?,Hutaweza kujibu mara tu utakapofunga. Una uhakika unataka kukomesha gumzo hili?
member.messenger.action.close.confirm.title,Close conversation?,確認關閉對話？,近距离交谈？,Perbualan tertutup?,Conversa íntima?,親密な会話？,¿Conversación íntima?,محادثة قصيرة؟,ঘনিষ্ঠ কথোপকথন?,क्या बातचीत करीबी रही?,Percakapan yang intim?,대화가 끝났나요?,စကားဝိုင်းပိတ်လိုက်ပြီလား?,การสนทนาใกล้ชิด?,Cuộc trò chuyện thân mật?,Malapit na usapan?,Conversation étroite ?,Funga mazungumzo?
member.messenger.admin,Admin,站長,行政,Pentadbir,Administrador,管理者,Administración,مسؤل,প্রশাসক,व्यवस्थापक,Admin,관리자,အက်ဒမင်,ผู้ดูแลระบบ,Quản trị viên,Admin,Administrateur,Msimamizi
member.messenger.all,All,全部,全部,Semua,Todos,全て,Todo,الجميع,সব,सभी,Semua,모두,အားလုံး,ทั้งหมด,Tất cả,Lahat,Tous,Zote
member.messenger.closeChat,Close Chat,關閉對話,关闭聊天,Tutup Sembang,Fechar bate-papo,チャットを閉じる,Cerrar chat,إغلاق الدردشة,চ্যাট বন্ধ করুন,चैट बंद करें,Tutup Obrolan,채팅 닫기,ချတ်ပိတ်ရန်,ปิดแชท,Đóng trò chuyện,Isara ang Chat,Fermer la conversation,Funga Gumzo
member.messenger.closed,Closed,已關閉,关闭,Ditutup,Fechado,閉店,Cerrado,مغلق,বন্ধ,बंद किया हुआ,Tertutup,닫은,ပိတ်ထားသည်,ปิด,Đóng cửa,Sarado,Fermé,Imefungwa
member.messenger.content,Content,內容,内容,Kandungan,Contente,コンテンツ,Contenido,محتوى,বিষয়বস্তু,सामग्री,Isi,콘텐츠,အကြောင်းအရာ,เนื้อหา,Nội dung,Nilalaman,Contenu,Maudhui
member.messenger.date,Date,日期,日期,Tarikh,Data,日付,Fecha,تاريخ,তারিখ,तारीख,Tanggal,날짜,ရက်စွဲ,วันที่,Ngày,Petsa,Date,Tarehe
member.messenger.imageAttachment,Image Attachment,圖片附件,图片附件,Lampiran Imej,Anexo de imagem,画像添付,Adjunto de imagen,مرفق صورة,ছবি সংযুক্তি,छवि संलग्नक,Lampiran Gambar,이미지 첨부,ပူးတွဲပါပုံ,ไฟล์แนบรูปภาพ,Tệp đính kèm hình ảnh,Kalakip ng Larawan,Pièce jointe image,Kiambatisho cha Picha
member.messenger.inbox,Inbox,收件區,收件箱,Peti Masuk,Caixa de entrada,受信箱,Bandeja de entrada,صندوق الوارد,ইনবক্স,इनबॉक्स,Kotak Masuk,받은편지함,ဝင်စာပုံး,กล่องขาเข้า,Hộp thư đến,Inbox,Boîte de réception,Kisanduku pokezi
member.messenger.newMessage,New Message,新增郵件,新消息,Mesej Baharu,Nova mensagem,新しいメッセージ,Nuevo mensaje,رسالة جديدة,নতুন বার্তা,नया सन्देश,Pesan Baru,새 메시지,မက်ဆေ့ချ်အသစ်,ข้อความใหม่,Tin nhắn mới,Bagong Mensahe,Nouveau message,Ujumbe Mpya
member.messenger.outbox,Outbox,寄件區,发件箱,Peti Keluar,Caixa de saída,送信ボックス,Bandeja de salida,صندوق الصادر,আউটবক্স,आउटबॉक्स,Kotak Keluar,보낸 편지함,ထွက်စာ,กล่องขาออก,Hộp thư đi,Kahon ng Labas,Boîte d'envoi,Kisanduku cha Kutokezea
member.messenger.read,Read,已讀,读,Baca,Ler,読む,Leer,يقرأ,পড়ুন,पढ़ना,Membaca,읽다,ဖတ်ရန်,อ่าน,Đọc,Basahin,Lire,Soma
member.messenger.search,Search,搜尋,搜索,Carian,Procurar,検索,Buscar,يبحث,অনুসন্ধান,खोज,Mencari,찾다,ရှာဖွေရန်,ค้นหา,Tìm kiếm,Maghanap,Recherche,Tafuta
member.messenger.status,Status,狀態,地位,Status,Status,状態,Estado,حالة,অবস্থা,स्थिति,Status,상태,အခြေအနေ,สถานะ,Trạng thái,Katayuan,Statut,Hali
member.messenger.subject,Subject,標題,主题,Subjek,Assunto,主題,Sujeto,موضوع,বিষয়,विषय,Subjek,주제,ဘာသာရပ်,เรื่อง,Chủ thể,Paksa,Sujet,Mada
member.messenger.time,Time,時間,时间,Masa,Tempo,時間,Tiempo,وقت,সময়,समय,Waktu,시간,အချိန်,เวลา,Thời gian,Oras,Temps,Muda
member.messenger.unread,Unread,未讀,未读,Belum dibaca,Não lido,未読,No leído,غير مقروء,অপঠিত,अपठित ग,Belum dibaca,읽히지 않는,မဖတ်ရသေးသော,ยังไม่ได้อ่าน,Chưa đọc,Hindi pa nababasa,Non lu,Haijasomwa
member.messenger.uploadImage,Upload Image,上傳圖片,上传图片,Muat Naik Imej,Carregar imagem,画像をアップロード,Subir imagen,تحميل صورة,ছবি আপলোড করুন,तस्विर अपलोड करना,Unggah Gambar,이미지 업로드,ပုံကို အပ်လုဒ်လုပ်ပါ,อัปโหลดรูปภาพ,Tải ảnh lên,Mag-upload ng Larawan,Télécharger une image,Pakia Picha
member.messenger.view,View,查看,看法,Lihat,Visualizar,ビュー,Vista,منظر,দেখুন,देखना,Melihat,보다,ကြည့်ရန်,ดู,Xem,Tingnan,Voir,Tazama
member.messenger.viewMessage,View Message,查看站內信內容,查看消息,Lihat Mesej,Ver mensagem,メッセージを表示,Ver mensaje,عرض الرسالة,বার্তা দেখুন,संदेश देखें,Lihat Pesan,메시지 보기,မက်ဆေ့ချ်ကိုကြည့်ရန်,ดูข้อความ,Xem tin nhắn,Tingnan ang Mensahe,Afficher le message,Tazama Ujumbe
member.my-features,My Features,我的功能,我的功能,Ciri-ciri Saya,Meus recursos,私の機能,Mis características,ميزاتي,আমার বৈশিষ্ট্য,मेरी विशेषताएँ,Ciri-ciri Saya,내 기능,ကျွန်ုပ်၏အင်္ဂါရပ်များ,ฟีเจอร์ของฉัน,Tính năng của tôi,Aking Mga Tampok,Mes fonctionnalités,Vipengele Vyangu
member.profile.account,Account,帳戶,帐户,Akaun,Conta,アカウント,Cuenta,الحساب,অ্যাকাউন্ট,खाता,Akun,계정,အကောင့်,บัญชี,Tài khoản,Account,Compte,Akaunti
member.profile.adOptions,Ad Options,廣告選項,广告选项,Pilihan Iklan,Opções de anúncios,広告オプション,Opciones de anuncios,خيارات الإعلان,বিজ্ঞাপনের বিকল্পগুলি,विज्ञापन विकल्प,Opsi Iklan,광고 옵션,ကြော်ငြာရွေးချယ်မှုများ,ตัวเลือกโฆษณา,Tùy chọn quảng cáo,Mga Opsyon sa Ad,Options publicitaires,Chaguo za Tangazo
member.profile.affiliate,Affiliate,推薦人,推荐人,Ahli Gabungan,Afiliado,推薦者,Filial,التسويق بالعمولة,অ্যাফিলিয়েট,सहबद्ध,Afiliasi,추천인,ပူးပေါင်းလုပ်ဖော်ကိုင်ဖက်,ผู้แนะนำ,Người giới thiệu,Kaakibat,Filiale,Mshirika
member.profile.area,Area,區域,区域,Kawasan,Área,エリア,Área,الحي,এলাকা,क्षेत्र,Daerah,지역,ဧရိယာ,พื้นที่,Khu vực,Lugar,Zone,Eneo
member.profile.avatar,Avatar,頭像,头像,Avatar,Avatar,アバター,Avatar,الصورة الرمزية,অবতার,अवतार,Avatar,아바타,ကိုယ်စားပြုပုံ,อวาตาร์,Ảnh đại diện,Avatar,Avatar,Ishara
member.profile.avatar-hide,Hide,隱藏,隐藏,Sembunyikan,Esconder,非表示,Esconder,إخفاء,লুকান,छिपाएँ,Bersembunyi,감추기,ဖျောက်ထား,ซ่อน,Ẩn,Itago,Cacher,Ficha
member.profile.avatar-show,Show,顯示,显示,Tunjukkan,Mostrar,表示,Espectáculo,عرض,দেখান,दिखाएँ,Menunjukkan,표시하기,ပြသ,แสดง,Hiển thị,Ipakita,Montrer,Onyesha
member.profile.avatarUploaded,Avatar uploaded,頭像上傳,头像上传,Avatar dimuat naik,Avatar carregado,アバターのアップロード,Avatar subido,تم تحميل الصورة الرمزية,অবতার আপলোড করা হয়েছে,अवतार अपलोड किया गया,Avatar diunggah,프로필 사진 업로드됨,Avatar အပ်လုဒ်လုပ်ထားသည်။,อัปโหลดอวาตาร์,Tải ảnh đại diện,Na-upload na ang Avatar,Avatar téléchargé,Avatar imepakiwa
member.profile.bettingLimit,Betting limit,投注限額,投注限额,Had pertaruhan,Limite de apostas,ベット上限,Límite de apuestas,حد الرهان,বাজি ধরার সীমা,शर्त सीमा,Batas taruhan,베팅 한도,လောင်းကြေးကန့်သတ်ချက်,ขีดจำกัดการเดิมพัน,Giới hạn cược,Limitasyon sa pagtaya,Limite de mise,Kikomo cha kuweka dau
member.profile.bettingRestriction,Betting restriction,投注限制,投注限制,Sekatan pertaruhan,Restrição de apostas,ベット制限,Restricción de apuestas,قيود المراهنة,বাজি ধরার সীমাবদ্ধতা,शर्त प्रतिबंध,Pembatasan taruhan,베팅 제한,လောင်းကစားကန့်သတ်ချက်,ข้อจำกัดในการเดิมพัน,Hạn chế đặt cược,Paghihigpit sa pagtaya,Restriction des paris,Kizuizi cha kuweka dau
member.profile.birthday,BIRTH DATE,生日,生日,TARIKH LAHIR,DATA DE NASCIMENTO,生年月日,FECHA DE NACIMIENTO,تاريخ الميلاد,জন্ম তারিখ,जन्मतिथि,TANGGAL LAHIR,생일,မွေးနေ့,วันที่เกิด,Sinh nhật,PETSA NG KAPANGANAKAN,DATE DE NAISSANCE,TAREHE YA KUZALIWA
member.profile.cert_expiry_date,Validity period of certificate,證件效期,证件效期,Tempoh sah laku sijil,Período de validade do certificado,証明書の有効期間,Periodo de validez del certificado,مدة صلاحية الشهادة,সার্টিফিকেটের বৈধতার সময়কাল,दस्तावेज़ की समाप्ति,Masa berlaku sertifikat,증명서 유효 기간,လက်မှတ်၏သက်တမ်း,ระยะเวลาที่ใบรับรองมีผลใช้บังคับ,Thời hạn hiệu lực của chứng chỉ,Panahon ng bisa ng sertipiko,Période de validité du certificat,Kipindi cha uhalali wa cheti
member.profile.city,City,城市,城市,Bandar,Cidade,市,Ciudad,المدينة,শহর,शहर,Kota,도시,မြို,เมือง,Thành phố,Lungsod,Ville,Jiji
member.profile.contact1,MESSAGING APP ID 1,通訊軟體1,通讯软体1,ID APLIKASI PESENAN 1,ID DO APLICATIVO DE MENSAGENS 1,メッセージアプリID 1,ID DE LA APLICACIÓN DE MENSAJERÍA 1,معرف تطبيق المراسلة واحد,মেসেজিং অ্যাপ আইডি ১,संपर्क 1,APLIKASI PESAN ID 1,메신저 앱 ID 1,စာပို့ခြင်းအက်ပ် ID ၁,รหัสแอปส่งข้อความ 1,MESSAGING APP ID 1,ID ng APP sa Pagmemensahe 1,ID DE L'APPLICATION DE MESSAGERIE 1,Kitambulisho cha Programu ya UJUMBE 1
member.profile.contact2,MESSAGING APP ID 2,通訊軟體2,通讯软体2,ID APLIKASI PESENAN 2,ID DO APLICATIVO DE MENSAGENS 2,メッセージアプリID ２,ID DE LA APLICACIÓN DE MENSAJERÍA 2,معرف تطبيق المراسلة اثنان,মেসেজিং অ্যাপ আইডি ২,संपर्क 2,APLIKASI PESAN ID 2,메신저 앱 ID 2,စာပို့ခြင်းအက်ပ် ID ၂,รหัสแอปส่งข้อความ 2,MESSAGING APP ID 2,ID ng APP sa Pagmemensahe 2,ID DE L'APPLICATION DE MESSAGERIE 2,Kitambulisho cha Programu ya Kutuma Ujumbe 2
member.profile.countryCode,Country code,國碼,国码,Kod negara,Código do país,国コード,Código del país,رمز الدولة,দেশের কোড,देश कोड,Kode negara,국가 코드,နိုင်ငံကုဒ်,รหัสประเทศ,Mã quốc gia,Kodigo ng bansa,Code du pays,Nambari ya nchi
member.profile.countryName,Country,國家,国家,Negara,País,国,País,الدولة,দেশ,देश का नाम,Negara,국가,တိုင်းပြည်,ประเทศ,Quốc gia,Bansa,Pays,Nchi
member.profile.CumulativeBettingAmountReachedMaximum,Cumulative betting amount has reached the maximum limit,累積投注額已達上限金額,累计投注额已达上限金额,Jumlah pertaruhan kumulatif telah mencapai had maksimum,O valor total das apostas acumuladas atingiu o limite máximo.,累積ベット額が上限に達しました,El monto acumulado de las apuestas ha alcanzado el límite máximo.,وصل إجمالي مبلغ الرهانات إلى الحد الأقصى,সঞ্চিত বাজির পরিমাণ সর্বোচ্চ সীমায় পৌঁছেছে।,कुल सट्टेबाजी राशि अधिकतम सीमा तक पहुंच गई है।,Jumlah taruhan kumulatif telah mencapai batas maksimum.,누적 베팅 금액이 한도에 도달했습니다,စုစည်းလောင်းကြေးပမာဏသည် အမြင့်ဆုံးကန့်သတ်ချက်သို့ ရောက်ရှိသွားပါပြီ။,ยอดเดิมพันสะสมถึงจำนวนสูงสุดแล้ว,Tổng số tiền cược tích lũy đã đạt giới hạn tối đa,Naabot na ng pinagsama-samang halaga ng pagtaya ang pinakamataas na limitasyon,Le montant cumulé des mises a atteint la limite maximale.,Kiasi cha jumla cha kamari kimefikia kikomo cha juu zaidi
member.profile.cumulativeLimit,Cumulative limit,累積限額,累计限额,Had kumulatif,Limite cumulativo,累積上限,Límite acumulativo,الحد التراكمي,ক্রমবর্ধমান সীমা,संचयी सीमा,Batas kumulatif,누적 한도,စုပြုံကန့်သတ်ချက်,ขีดจำกัดสะสม,Hạn mức tích lũy,Pinagsama-samang limitasyon,Limite cumulative,Kikomo cha jumla
member.profile.currency,Currency,幣別,币别,Mata wang,Moeda,通貨,Divisa,عملة,মুদ্রা,मुद्रा,Mata uang,통화,ငွေကြေး,สกุลเงิน,Loại tiền tệ,Pera,Devise,Sarafu
member.profile.currentAccumulatedQuota,Current Accumulated Quota,當前累積限額,当前累计限额,Kuota Terkumpul Semasa,Cota acumulada atual,現在の累積制限,Cuota acumulada actual,الحد التراكمي الحالي,বর্তমান সঞ্চিত কোটা,वर्तमान संचित कोटा,Kuota Terakumulasi Saat Ini,현재 누적 한도,လက်ရှိစုဆောင်းထားသော ပမာဏ,ยอดรวมขีดจำกัดปัจจุบัน,Hạn mức tích lũy hiện tại,Kasalukuyang Naipon na Quota,Quota cumulé actuel,Kiwango cha Sasa Kilichokusanywa
member.profile.date,Date,日期,日期,Tarikh,Data,日付,Fecha,اليوم,তারিখ,तिथि,Tanggal,일,ရက်စွဲ,วันที่,Ngày,Petsa,Date,Tarehe
member.profile.disableAccount,Disable my account,停用我的帳戶,停用我的帐户,Lumpuhkan akaun saya,Desativar minha conta,アカウントを無効化する,Desactivar mi cuenta,تعطيل الحساب,আমার অ্যাকাউন্ট নিষ্ক্রিয় করুন,खाता निष्क्रिय करें,Nonaktifkan akun saya,내 계정 비활성화,ကျွန်ုပ်၏အကောင့်ကို ပိတ်ပါ။,ปิดการใช้งานบัญชีของฉัน,Ngày khởi động lại,Huwag paganahin ang aking account,Désactiver mon compte,Zima akaunti yangu
